transaction_id,customer_id,counterparty_id,amount,timestamp,channel,country,txn_type
4ae2c785,1368,1409,3361.64,2026-06-01T21:31:14,cash_deposit,UK,transfer
eeacada7,1431,1256,1017.31,2026-06-01T21:32:18,ach,SG,transfer
969cf7f2,1341,1252,837.65,2026-06-01T21:35:00,ach,US,transfer
19dfaec2,1057,1031,2973.13,2026-06-01T21:41:17,wire,US,transfer
7fe9d2a2,1127,1394,388.16,2026-06-01T21:41:53,wire,US,transfer
a59eebba,1069,1118,1954.72,2026-06-01T21:41:56,cash_deposit,UK,transfer
c25feb97,1368,1043,2090.85,2026-06-01T21:45:42,cash_deposit,US,transfer
7f16c71a,1405,1496,337.41,2026-06-01T21:48:28,wire,US,transfer
b63c9671,1098,1279,1821.67,2026-06-01T21:54:00,ach,US,transfer
dc8fae14,1387,1012,286.96,2026-06-01T21:54:31,card,US,transfer
5f337e14,1271,1100,1285.05,2026-06-01T21:55:44,wire,US,transfer
d9108562,1143,1416,344.77,2026-06-01T21:55:47,card,AE,transfer
e22150db,1119,1474,515.87,2026-06-01T22:12:51,card,US,transfer
42a52ca3,1411,1360,441.51,2026-06-01T22:17:29,wire,SG,transfer
a0fe4971,1222,1057,189.94,2026-06-01T22:18:14,cash_withdrawal,US,transfer
5ea5549f,1288,1003,184.1,2026-06-01T23:04:46,ach,US,transfer
be12fcfb,1348,1406,5546.0,2026-06-01T23:08:55,cash_withdrawal,UK,transfer
e24aeeda,1290,1261,392.92,2026-06-01T23:26:43,wire,US,transfer
54ca78ec,1369,1082,283.61,2026-06-01T23:37:38,card,US,transfer
643bd95e,1154,1034,201.01,2026-06-01T23:42:30,card,SG,transfer
1d8eb82f,1127,1277,305.2,2026-06-01T23:43:15,ach,US,transfer
73a925bb,1017,1196,1127.08,2026-06-02T00:25:55,cash_deposit,US,transfer
31db2785,1389,1143,847.01,2026-06-02T00:34:59,cash_deposit,UK,transfer
ec32626e,1421,1161,340.84,2026-06-02T00:41:55,ach,UK,transfer
4661a21f,1082,1347,451.38,2026-06-02T01:02:20,cash_deposit,SG,transfer
3164aeb9,1363,1074,1493.0,2026-06-02T01:04:14,cash_deposit,AE,transfer
f3c87f22,1082,1484,792.57,2026-06-02T01:26:03,wire,US,transfer
ce090f2a,1113,1182,267.62,2026-06-02T01:27:36,cash_withdrawal,US,transfer
354943c9,1012,1033,615.99,2026-06-02T01:31:05,card,US,transfer
e71f5bb3,1131,1129,1903.58,2026-06-02T01:57:56,wire,UK,transfer
cf04dda5,1028,1145,1295.93,2026-06-02T02:06:58,ach,SG,transfer
84cc640e,1224,1222,1205.25,2026-06-02T02:09:36,cash_withdrawal,UK,transfer
d4367ed8,1331,1120,1222.6,2026-06-02T02:54:07,card,UK,transfer
0cdb1f3a,1407,1356,1622.97,2026-06-02T02:55:31,wire,UK,transfer
c16934e4,1278,1149,1139.68,2026-06-02T03:03:37,wire,US,transfer
759c05ce,1417,1227,226.57,2026-06-02T03:15:13,ach,US,transfer
c40a21de,1254,1219,334.75,2026-06-02T03:43:50,ach,UK,transfer
8905b5fa,1190,1274,1617.33,2026-06-02T03:45:19,cash_deposit,AE,transfer
73b7e8b7,1401,1018,436.62,2026-06-02T04:49:08,cash_withdrawal,AE,transfer
c40b42fe,1414,1184,257.23,2026-06-02T04:50:13,card,US,transfer
d731e3c1,1286,1085,254.24,2026-06-02T05:52:15,cash_withdrawal,SG,transfer
1f010eb7,1441,1416,1968.44,2026-06-02T06:05:36,wire,US,transfer
6eef513b,1435,1204,1398.28,2026-06-02T06:25:38,wire,SG,transfer
2f94e16f,1494,1347,709.43,2026-06-02T06:43:49,ach,UK,transfer
28a68e8c,1242,1273,206.83,2026-06-02T07:09:28,cash_deposit,SG,transfer
a0ee4eea,1353,1447,321.88,2026-06-02T07:37:07,cash_withdrawal,SG,transfer
99e73431,1065,1458,2241.27,2026-06-02T07:49:49,cash_withdrawal,AE,transfer
99f6ff0a,1180,1488,1530.94,2026-06-02T07:57:22,cash_deposit,US,transfer
39111b8a,1177,1492,454.91,2026-06-02T07:57:44,card,SG,transfer
b9b1f576,1156,1156,477.54,2026-06-02T08:21:21,cash_withdrawal,US,transfer
e9e0da00,1067,1398,2057.97,2026-06-02T08:27:21,card,US,transfer
e586e46a,1119,1303,1196.78,2026-06-02T08:28:28,ach,US,transfer
e2e974f0,1318,1398,2496.43,2026-06-02T08:34:38,wire,US,transfer
ff6ccb33,1136,1217,453.62,2026-06-02T08:36:48,wire,US,transfer
f8815a5d,1051,1458,898.27,2026-06-02T08:56:21,wire,UK,transfer
c2e662eb,1360,1176,1661.24,2026-06-02T09:16:26,wire,US,transfer
1683135a,1425,1120,428.71,2026-06-02T09:30:31,cash_deposit,UK,transfer
d8640476,1441,1415,112.22,2026-06-02T09:35:20,card,AE,transfer
5962f6dc,1172,1185,612.45,2026-06-02T09:48:21,ach,UK,transfer
8aed274f,1072,1287,417.71,2026-06-02T09:53:39,card,SG,transfer
38e20777,1001,1282,305.0,2026-06-02T10:00:09,cash_withdrawal,AE,transfer
83993e9b,1217,1393,2324.48,2026-06-02T10:24:04,cash_withdrawal,US,transfer
a1053181,1166,1154,443.15,2026-06-02T10:27:58,cash_deposit,SG,transfer
36237966,1232,1074,1965.58,2026-06-02T10:31:23,card,SG,transfer
6aaf9c9f,1293,1016,845.56,2026-06-02T10:42:19,ach,US,transfer
45d707a6,1293,1464,828.12,2026-06-02T10:48:32,cash_deposit,AE,transfer
e4dd0fee,1016,1103,1424.99,2026-06-02T10:58:05,ach,US,transfer
8b04aa6d,1047,1353,338.15,2026-06-02T11:01:00,cash_deposit,US,transfer
7f293dfb,1232,1075,3814.22,2026-06-02T11:04:19,card,SG,transfer
03e869e9,1216,1108,616.9,2026-06-02T11:12:25,cash_withdrawal,UK,transfer
f99ae133,1307,1178,438.84,2026-06-02T11:30:45,card,AE,transfer
d9d98aa5,1185,1006,341.27,2026-06-02T11:51:41,ach,US,transfer
fddb2087,1336,1494,1445.62,2026-06-02T12:08:39,card,SG,transfer
bbd443b3,1191,1151,4020.11,2026-06-02T12:15:09,wire,UK,transfer
6bdee4e8,1408,1427,669.32,2026-06-02T12:36:17,card,UK,transfer
f0f738b6,1280,1100,457.64,2026-06-02T12:42:21,cash_deposit,SG,transfer
35ef6913,1176,1305,677.18,2026-06-02T13:23:27,wire,SG,transfer
f3aa2caf,1403,1304,1037.97,2026-06-02T13:47:43,cash_deposit,US,transfer
6d6a7f8a,1357,1486,1111.43,2026-06-02T13:52:45,cash_deposit,SG,transfer
a020dfb1,1482,1360,507.22,2026-06-02T14:02:53,ach,US,transfer
92a0f967,1098,1253,156.32,2026-06-02T14:16:39,card,SG,transfer
4aeea756,1193,1052,244.54,2026-06-02T14:25:07,ach,UK,transfer
9b4a113b,1022,1483,381.63,2026-06-02T14:29:23,cash_deposit,US,transfer
2c1a665d,1266,1111,203.93,2026-06-02T14:38:38,card,US,transfer
b4934259,1055,1420,903.26,2026-06-02T14:40:27,cash_withdrawal,US,transfer
738f44ac,1475,1237,185.21,2026-06-02T14:43:04,card,US,transfer
2c8f4b32,1126,1315,12527.2,2026-06-02T14:46:05,cash_withdrawal,US,transfer
aa86dbb4,1386,1460,157.21,2026-06-02T14:46:38,cash_deposit,US,transfer
0827df66,1265,1187,287.77,2026-06-02T14:47:28,cash_deposit,US,transfer
13119883,1278,1205,733.25,2026-06-02T14:53:37,cash_deposit,US,transfer
f6cacd56,1448,1146,505.93,2026-06-02T15:03:51,card,US,transfer
e4d59885,1173,1383,1095.41,2026-06-02T15:04:49,card,US,transfer
128e49ec,1191,1129,1098.01,2026-06-02T15:08:46,card,SG,transfer
98be6775,1070,1039,4431.14,2026-06-02T15:17:29,wire,UK,transfer
ad7b3265,1317,1235,678.15,2026-06-02T15:26:21,cash_withdrawal,US,transfer
8615dad8,1076,1393,673.51,2026-06-02T15:29:17,card,US,transfer
03882c69,1365,1066,25.78,2026-06-02T15:33:52,cash_deposit,UK,transfer
48ae0129,1226,1207,529.67,2026-06-02T15:51:32,cash_deposit,UK,transfer
c710143f,1020,1258,438.84,2026-06-02T16:21:11,card,AE,transfer
b68d54f6,1450,1159,749.09,2026-06-02T16:27:42,cash_deposit,UK,transfer
5de4a088,1198,1492,1696.63,2026-06-02T16:42:19,cash_withdrawal,UK,transfer
214434f1,1088,1461,554.77,2026-06-02T16:50:32,card,UK,transfer
30010ad6,109011,9011,95000.0,2026-06-02T16:59:18,wire,SG,transfer
fa833c9b,1109,1048,125.8,2026-06-02T17:00:31,ach,US,transfer
17954650,9011,2445,15833.33,2026-06-02T17:08:16.442683,wire,US,transfer
2ca3dc0e,1228,1282,626.64,2026-06-02T17:11:57,card,UK,transfer
68e4dd81,1202,1460,678.58,2026-06-02T17:13:08,card,US,transfer
366c6cd1,9011,2187,15833.33,2026-06-02T17:15:39.120359,wire,US,transfer
b6f66b3d,1260,1422,784.91,2026-06-02T17:16:19,cash_deposit,US,transfer
45f9ecf2,1076,1041,629.27,2026-06-02T17:18:45,card,SG,transfer
587670a3,9011,2468,15833.33,2026-06-02T17:24:54.854967,wire,AE,transfer
626dc812,1387,1371,560.66,2026-06-02T17:31:19,ach,US,transfer
6434bec9,9011,2283,15833.33,2026-06-02T17:35:27.130763,wire,US,transfer
58a96b98,9011,2124,15833.33,2026-06-02T17:37:47.899915,wire,AE,transfer
a10f1314,9011,2320,15833.33,2026-06-02T17:39:47.297781,wire,US,transfer
f0623776,1371,1189,398.95,2026-06-02T17:41:51,ach,SG,transfer
14cfba5a,1206,1040,688.02,2026-06-02T17:46:48,cash_withdrawal,US,transfer
25178833,1290,1448,1523.56,2026-06-02T17:47:48,wire,US,transfer
450f3250,1367,1293,242.77,2026-06-02T17:50:36,cash_deposit,UK,transfer
672393dc,1087,1284,926.57,2026-06-02T17:50:53,wire,US,transfer
09898dd0,1025,1448,1491.14,2026-06-02T18:29:59,cash_withdrawal,UK,transfer
7cefe2b1,1366,1331,1294.69,2026-06-02T18:43:36,card,UK,transfer
cae308f3,1007,1113,2396.87,2026-06-02T19:39:24,cash_deposit,AE,transfer
ca66119e,1410,1195,1151.73,2026-06-02T19:43:58,wire,US,transfer
4c5dd76f,1470,1079,2056.27,2026-06-02T19:59:53,wire,AE,transfer
c252183b,1103,1149,889.71,2026-06-02T20:09:58,cash_withdrawal,AE,transfer
a083893d,1116,1011,5707.6,2026-06-02T20:17:52,card,US,transfer
678a5ab6,1458,1365,777.68,2026-06-02T20:23:47,cash_withdrawal,US,transfer
7e473104,1178,1016,1090.75,2026-06-02T20:24:36,cash_withdrawal,SG,transfer
f882a02d,1319,1029,176.15,2026-06-02T20:27:46,cash_deposit,UK,transfer
9cfe913b,1009,1155,595.3,2026-06-02T20:39:35,ach,UK,transfer
03cc002f,1046,1092,2518.65,2026-06-02T20:50:45,cash_deposit,SG,transfer
5c098970,1188,1487,86.93,2026-06-02T20:52:34,card,US,transfer
61da8af9,1188,1171,633.44,2026-06-02T20:54:46,ach,AE,transfer
5492da3d,1315,1380,3982.64,2026-06-02T21:03:18,ach,US,transfer
ca137c48,1009,1022,4498.64,2026-06-02T21:21:13,cash_deposit,US,transfer
8d1c5c37,1363,1167,2433.17,2026-06-02T21:46:45,card,UK,transfer
0d17bd88,1020,1462,3340.81,2026-06-02T22:14:32,wire,US,transfer
223bafff,1165,1004,328.28,2026-06-02T22:24:31,wire,AE,transfer
fef37888,1445,1182,828.71,2026-06-02T22:25:15,wire,US,transfer
f5dc4e5f,1393,1403,466.12,2026-06-02T22:34:56,cash_deposit,US,transfer
20c89592,1281,1116,531.02,2026-06-02T22:59:33,cash_withdrawal,US,transfer
93539a56,1452,1189,2577.94,2026-06-02T23:50:36,cash_withdrawal,UK,transfer
b0a8b0c6,1267,1379,1976.87,2026-06-02T23:51:03,cash_deposit,US,transfer
a967b929,1114,1160,1092.04,2026-06-03T00:20:01,cash_withdrawal,UK,transfer
8f02b4aa,1348,1115,596.58,2026-06-03T00:21:55,cash_deposit,AE,transfer
bc586413,1131,1274,92.09,2026-06-03T00:29:48,cash_deposit,US,transfer
82f2f17c,1316,1490,1510.33,2026-06-03T00:33:18,cash_withdrawal,SG,transfer
56fa2706,1027,1350,581.57,2026-06-03T00:40:11,ach,AE,transfer
f83ca8e0,1006,1117,476.04,2026-06-03T01:03:35,card,AE,transfer
08e32324,1130,1339,117.32,2026-06-03T01:13:36,card,US,transfer
6335cfb2,1170,1402,1116.93,2026-06-03T01:21:36,cash_withdrawal,AE,transfer
620d7cae,1444,1354,647.33,2026-06-03T01:26:36,cash_deposit,SG,transfer
2692dbdb,1196,1001,800.84,2026-06-03T01:43:02,cash_deposit,AE,transfer
3fc861f0,1194,1181,140.33,2026-06-03T02:18:56,cash_deposit,SG,transfer
f95531da,1355,1195,295.67,2026-06-03T02:23:30,ach,SG,transfer
84587d11,1339,1083,268.16,2026-06-03T02:26:53,cash_deposit,UK,transfer
534c39c0,1227,1354,509.86,2026-06-03T02:37:15,ach,AE,transfer
3ae9a4f8,1246,1084,3363.86,2026-06-03T02:41:46,cash_deposit,SG,transfer
c58a60cc,1314,1169,254.59,2026-06-03T02:49:52,card,US,transfer
d976c9e2,1433,1358,1513.97,2026-06-03T03:04:23,ach,SG,transfer
9fdaa4b8,1287,1230,205.73,2026-06-03T03:25:28,cash_withdrawal,US,transfer
8787d343,1331,1428,248.46,2026-06-03T03:28:46,wire,AE,transfer
ba56c614,1195,1065,436.39,2026-06-03T03:37:26,cash_deposit,AE,transfer
90c00156,1281,1350,760.66,2026-06-03T03:49:49,ach,US,transfer
28b3dc38,1294,1232,609.73,2026-06-03T04:04:21,card,AE,transfer
14305fd5,1415,1316,4227.51,2026-06-03T04:12:00,cash_deposit,US,transfer
8d1b7e48,1428,1248,294.73,2026-06-03T04:27:56,cash_withdrawal,US,transfer
906133f0,1327,1338,1288.44,2026-06-03T04:29:04,cash_withdrawal,US,transfer
34e9c190,1263,1185,702.53,2026-06-03T04:45:32,wire,US,transfer
9bda0126,1041,1475,362.19,2026-06-03T04:50:37,ach,AE,transfer
26a80ecc,1299,1495,686.0,2026-06-03T05:15:50,ach,SG,transfer
070448f2,1482,1097,552.92,2026-06-03T05:27:01,cash_deposit,US,transfer
490ff464,1159,1113,66.59,2026-06-03T05:33:23,wire,UK,transfer
eb0e3c37,1328,1344,4298.07,2026-06-03T05:34:48,cash_deposit,US,transfer
c9f8cad5,1410,1041,156.32,2026-06-03T06:08:06,wire,US,transfer
7cc199ed,1001,1043,93.72,2026-06-03T06:39:29,ach,SG,transfer
e121f8ef,1135,1288,233.8,2026-06-03T07:00:17,wire,US,transfer
3c00f9c0,1103,1309,1914.13,2026-06-03T07:01:50,ach,UK,transfer
9b9aa1f8,1336,1282,1258.78,2026-06-03T07:21:09,cash_deposit,SG,transfer
52656eb4,1248,1378,613.1,2026-06-03T07:34:33,wire,SG,transfer
780338eb,1034,1138,172.93,2026-06-03T07:52:19,cash_deposit,US,transfer
cc88a320,1227,1044,3094.55,2026-06-03T08:00:57,wire,US,transfer
bf3ae780,1341,1301,1469.83,2026-06-03T08:50:35,cash_withdrawal,US,transfer
b9263aeb,1267,1427,410.97,2026-06-03T09:05:32,cash_deposit,US,transfer
eda3cd79,1455,1003,227.64,2026-06-03T09:11:48,card,US,transfer
85e2ca54,1231,1182,1517.66,2026-06-03T09:27:03,ach,SG,transfer
b7b62f86,1120,1463,911.64,2026-06-03T09:39:40,wire,US,transfer
db93865b,1402,1335,725.7,2026-06-03T09:39:48,card,AE,transfer
98daa069,1299,1194,251.92,2026-06-03T09:45:32,card,US,transfer
28f04650,1099,1062,1049.1,2026-06-03T10:01:26,ach,US,transfer
ad7eb770,1046,1061,600.12,2026-06-03T10:02:24,wire,US,transfer
3987ecdf,1387,1469,159.55,2026-06-03T10:10:02,cash_deposit,US,transfer
b49383d4,1415,1068,1972.26,2026-06-03T10:45:40,ach,AE,transfer
07fa0dcc,1098,1430,512.96,2026-06-03T11:06:43,ach,US,transfer
789f6f2e,1299,1443,608.3,2026-06-03T11:07:55,cash_deposit,AE,transfer
d9228ceb,1466,1351,451.7,2026-06-03T11:22:45,wire,US,transfer
d20ed619,1497,1446,1143.97,2026-06-03T11:36:51,ach,US,transfer
41dae8b9,1375,1425,201.93,2026-06-03T11:58:52,ach,AE,transfer
8077ea2d,1149,1487,239.48,2026-06-03T12:03:14,cash_deposit,UK,transfer
c636b852,1147,1324,763.88,2026-06-03T12:29:27,cash_deposit,US,transfer
e559d9a5,1158,1465,157.44,2026-06-03T12:55:56,wire,US,transfer
0391b14d,1362,1102,1443.96,2026-06-03T13:31:59,wire,AE,transfer
d231bf29,1251,1188,882.66,2026-06-03T13:58:00,card,AE,transfer
2449f1f1,1348,1235,483.44,2026-06-03T14:14:19,cash_withdrawal,AE,transfer
4a27898e,1494,1338,468.58,2026-06-03T14:30:11,ach,AE,transfer
45e5a6b7,1026,1084,1825.88,2026-06-03T14:30:49,ach,SG,transfer
2b28ea91,1285,1264,98.77,2026-06-03T14:40:12,cash_withdrawal,UK,transfer
d91d1669,1239,1330,2976.44,2026-06-03T14:41:23,cash_withdrawal,UK,transfer
19f281ff,1098,1340,266.59,2026-06-03T14:49:39,cash_deposit,UK,transfer
71b4bd5c,1069,1057,1729.0,2026-06-03T14:50:56,wire,UK,transfer
97a6332a,1057,1378,419.78,2026-06-03T15:06:29,cash_withdrawal,SG,transfer
79744be1,1317,1020,213.66,2026-06-03T15:54:29,cash_withdrawal,SG,transfer
379ead36,1119,1006,396.13,2026-06-03T16:03:16,cash_deposit,UK,transfer
050a173f,1397,1238,542.78,2026-06-03T16:04:44,wire,SG,transfer
7a94c1e4,1030,1465,807.01,2026-06-03T16:56:22,cash_deposit,SG,transfer
3f3ef9a4,1231,1175,925.99,2026-06-03T17:00:46,cash_deposit,UK,transfer
85cb86af,1232,1089,2484.78,2026-06-03T17:08:57,card,US,transfer
a83645a8,1474,1028,163.42,2026-06-03T17:12:02,card,UK,transfer
27eb432e,1153,1290,1598.33,2026-06-03T17:12:25,card,US,transfer
ff1f66c4,1277,1390,4844.19,2026-06-03T17:25:30,wire,US,transfer
b75fe338,1299,1453,415.36,2026-06-03T17:36:32,card,US,transfer
5bd95990,1311,1020,1526.19,2026-06-03T17:40:24,cash_withdrawal,US,transfer
eaf8affc,1093,1337,1021.83,2026-06-03T17:42:18,cash_withdrawal,US,transfer
eeb042d2,1390,1164,374.4,2026-06-03T17:58:17,cash_deposit,US,transfer
c4c65f6c,1396,1461,1733.28,2026-06-03T18:26:25,ach,US,transfer
74bfb256,1041,1324,280.92,2026-06-03T18:39:28,cash_withdrawal,US,transfer
62fae5c6,1411,1107,3702.81,2026-06-03T19:03:31,cash_deposit,UK,transfer
0640700d,1355,1003,3617.51,2026-06-03T19:25:20,cash_deposit,AE,transfer
5613dfc1,1393,1125,1054.83,2026-06-03T19:34:51,ach,US,transfer
6e1edfad,1066,1221,1007.14,2026-06-03T19:44:37,cash_deposit,UK,transfer
27bf87e7,1425,1353,373.56,2026-06-03T20:05:17,ach,US,transfer
b21fd0fb,1058,1125,713.19,2026-06-03T20:08:20,cash_deposit,AE,transfer
e34bd583,1086,1311,521.39,2026-06-03T20:25:31,card,AE,transfer
f8d7ecef,1378,1154,1005.09,2026-06-03T20:42:44,cash_withdrawal,US,transfer
107535db,1253,1087,2914.54,2026-06-03T20:58:10,cash_withdrawal,UK,transfer
c0e4b0bc,1340,1442,331.26,2026-06-03T21:00:22,ach,US,transfer
